date,cluster,cluster_description,daily_return
2002-03-18 00:00:00+05:30,2,Sideways/Low Volatility,-0.000384697584954
2002-03-19 00:00:00+05:30,2,Sideways/Low Volatility,-0.0146668947233385
2002-03-20 00:00:00+05:30,2,Sideways/Low Volatility,0.0029857223451805
2002-03-21 00:00:00+05:30,2,Sideways/Low Volatility,-0.0098564369715901
2002-03-22 00:00:00+05:30,2,Sideways/Low Volatility,-0.0050253452193672
2002-03-26 00:00:00+05:30,2,Sideways/Low Volatility,-0.0135271641266635
2002-03-27 00:00:00+05:30,2,Sideways/Low Volatility,0.0002582253684162
2002-03-28 00:00:00+05:30,2,Sideways/Low Volatility,0.0055281571029253
2002-04-01 00:00:00+05:30,2,Sideways/Low Volatility,0.0083218981010138
2002-04-02 00:00:00+05:30,2,Sideways/Low Volatility,-0.0017560033364063
2002-04-03 00:00:00+05:30,2,Sideways/Low Volatility,-0.0118298957737807
2002-04-04 00:00:00+05:30,2,Sideways/Low Volatility,0.0199376947040499
2002-04-05 00:00:00+05:30,2,Sideways/Low Volatility,-0.0034470721703464
2002-04-08 00:00:00+05:30,2,Sideways/Low Volatility,-0.0058671570559131
2002-04-09 00:00:00+05:30,2,Sideways/Low Volatility,-0.007531380753138
2002-04-10 00:00:00+05:30,2,Sideways/Low Volatility,0.0104730629271323
2002-04-11 00:00:00+05:30,0,Uptrend/Profitable,0.0044707949055773
2002-04-12 00:00:00+05:30,0,Uptrend/Profitable,0.0025446182635384
2002-04-15 00:00:00+05:30,0,Uptrend/Profitable,-0.0107719145224596
2002-04-16 00:00:00+05:30,2,Sideways/Low Volatility,-0.0135784508222017
2002-04-17 00:00:00+05:30,2,Sideways/Low Volatility,0.005667039106145
2002-04-18 00:00:00+05:30,2,Sideways/Low Volatility,0.0034752775333528
2002-04-19 00:00:00+05:30,2,Sideways/Low Volatility,-0.0254207263064659
2002-04-22 00:00:00+05:30,2,Sideways/Low Volatility,0.0034990457148051
2002-04-23 00:00:00+05:30,2,Sideways/Low Volatility,0.0016754969886336
2002-04-24 00:00:00+05:30,2,Sideways/Low Volatility,0.004150090415913
