Date,Open,High,Low,Close,Volume
2024-01-01 00:00:00+05:30,21727.75,21834.35,21500.35,21710.8,0
2024-01-08 00:00:00+05:30,21747.6,21928.25,21448.65,21894.55,0
2024-01-15 00:00:00+05:30,22053.15,22124.15,21285.55,21571.8,0
2024-01-23 00:00:00+05:30,21716.7,21750.25,21137.2,21352.6,0
2024-01-29 00:00:00+05:30,21433.1,22126.8,21429.6,21853.8,0
2024-02-05 00:00:00+05:30,21921.05,22053.3,21629.9,21782.5,0
2024-02-12 00:00:00+05:30,21800.8,22068.65,21530.2,22040.7,0
2024-02-19 00:00:00+05:30,22103.45,22297.5,21875.25,22212.7,0
2024-02-26 00:00:00+05:30,22169.2,22419.55,21860.65,22378.4,0
2024-03-04 00:00:00+05:30,22403.5,22525.65,22224.35,22493.55,0
2024-03-11 00:00:00+05:30,22517.5,22526.6,21905.65,22023.35,0
2024-03-18 00:00:00+05:30,21990.1,22180.7,21710.2,22096.75,0
2024-03-26 00:00:00+05:30,21947.9,22516.0,21947.55,22326.9,0
2024-04-01 00:00:00+05:30,22455.0,22619.0,22303.8,22513.7,0
2024-04-08 00:00:00+05:30,22578.35,22775.7,22503.75,22519.4,0
2024-04-15 00:00:00+05:30,22339.05,22427.45,21777.65,22147.0,0
2024-04-22 00:00:00+05:30,22336.9,22625.95,22198.15,22419.95,0
2024-04-29 00:00:00+05:30,22475.55,22794.7,22348.05,22475.85,0
2024-05-06 00:00:00+05:30,22561.6,22588.8,21932.4,22055.2,0
2024-05-13 00:00:00+05:30,22027.95,22520.25,21821.05,22502.0,0
2024-05-21 00:00:00+05:30,22404.55,23026.4,22404.55,22957.1,0
2024-05-27 00:00:00+05:30,23038.95,23110.8,22417.0,22530.7,0
2024-06-03 00:00:00+05:30,23337.9,23338.7,21281.45,23290.15,0
2024-06-10 00:00:00+05:30,23319.15,23490.4,23206.65,23465.6,0
2024-06-18 00:00:00+05:30,23570.8,23667.1,23398.2,23501.1,0
2024-06-24 00:00:00+05:30,23382.3,24174.0,23350.0,24010.6,0
2024-07-01 00:00:00+05:30,23992.95,24401.0,23992.7,24323.85,0
2024-07-08 00:00:00+05:30,24329.45,24592.2,24141.8,24502.15,0
2024-07-15 00:00:00+05:30,24587.6,24854.8,24504.45,24530.9,0
2024-07-22 00:00:00+05:30,24445.75,24861.15,24074.2,24834.85,0
2024-07-29 00:00:00+05:30,24943.3,25078.3,24686.85,24717.7,0
2024-08-05 00:00:00+05:30,24302.85,24419.75,23893.7,24367.5,0
2024-08-12 00:00:00+05:30,24320.05,24563.9,24099.7,24541.15,0
2024-08-19 00:00:00+05:30,24636.35,24867.35,24522.95,24823.15,0
2024-08-26 00:00:00+05:30,24906.1,25268.35,24874.7,25235.9,0
2024-09-02 00:00:00+05:30,25333.6,25333.65,24801.3,24852.15,0
2024-09-09 00:00:00+05:30,24823.4,25433.35,24753.15,25356.5,0
2024-09-16 00:00:00+05:30,25406.65,25849.25,25285.55,25790.95,0
2024-09-23 00:00:00+05:30,25872.55,26277.35,25847.35,26178.95,0
2024-09-30 00:00:00+05:30,26061.3,26134.7,24966.8,25014.6,0
2024-10-07 00:00:00+05:30,25084.1,25234.05,24694.35,24964.25,0
2024-10-14 00:00:00+05:30,25023.45,25212.05,24567.65,24854.05,0
2024-10-21 00:00:00+05:30,24956.15,24978.3,24073.9,24180.8,0
2024-10-28 00:00:00+05:30,24251.1,24498.2,24134.9,24304.35,0
2024-11-04 00:00:00+05:30,24315.75,24537.6,23816.15,24148.2,0
2024-11-11 00:00:00+05:30,24087.25,24336.8,23484.15,23532.7,0
2024-11-18 00:00:00+05:30,23605.3,23956.1,23263.15,23907.25,0
2024-11-25 00:00:00+05:30,24253.55,24354.55,23873.35,24131.1,0
2024-12-02 00:00:00+05:30,24140.85,24857.75,24008.65,24677.8,0
2024-12-09 00:00:00+05:30,24633.9,24792.3,24180.8,24768.3,0
2024-12-16 00:00:00+05:30,24753.4,24781.25,23537.35,23587.5,0
