Date,Open,High,Low,Close,Volume
2011-01-03 00:00:00+05:30,6177.45,6178.55,6147.2,6157.6,0
2011-01-04 00:00:00+05:30,6172.75,6181.05,6124.4,6146.35,0
2011-01-05 00:00:00+05:30,6141.35,6141.35,6062.35,6079.8,0
2011-01-06 00:00:00+05:30,6107.0,6116.15,6022.3,6048.25,0
2011-01-07 00:00:00+05:30,6030.9,6051.2,5883.6,5904.6,0
2011-01-10 00:00:00+05:30,5901.3,5907.25,5740.95,5762.85,0
2011-01-11 00:00:00+05:30,5767.95,5842.6,5698.2,5754.1,0
2011-01-12 00:00:00+05:30,5800.05,5874.2,5711.3,5863.25,0
2011-01-13 00:00:00+05:30,5850.75,5857.75,5736.7,5751.9,0
2011-01-14 00:00:00+05:30,5752.1,5833.65,5639.65,5654.55,0
2011-01-17 00:00:00+05:30,5648.8,5696.15,5624.15,5654.75,0
2011-01-18 00:00:00+05:30,5682.55,5730.5,5671.25,5724.05,0
2011-01-19 00:00:00+05:30,5737.35,5747.65,5662.55,5691.05,0
2011-01-20 00:00:00+05:30,5656.0,5729.45,5634.5,5711.6,0
2011-01-21 00:00:00+05:30,5692.05,5717.55,5674.5,5696.5,0
2011-01-24 00:00:00+05:30,5717.1,5756.0,5697.75,5743.25,0
2011-01-25 00:00:00+05:30,5763.3,5801.55,5680.65,5687.4,0
2011-01-27 00:00:00+05:30,5725.3,5726.1,5594.95,5604.3,0
2011-01-28 00:00:00+05:30,5614.0,5614.4,5459.55,5512.15,0
2011-01-31 00:00:00+05:30,5452.55,5526.85,5416.65,5505.9,0
2011-02-01 00:00:00+05:30,5537.3,5539.15,5402.0,5417.2,0
2011-02-02 00:00:00+05:30,5469.55,5490.6,5415.65,5432.0,0
2011-02-03 00:00:00+05:30,5430.45,5532.65,5418.0,5526.75,0
2011-02-04 00:00:00+05:30,5519.9,5556.3,5369.05,5395.75,0
2011-02-07 00:00:00+05:30,5430.15,5440.35,5376.95,5396.0,0
2011-02-08 00:00:00+05:30,5432.35,5432.35,5303.4,5312.55,0
2011-02-09 00:00:00+05:30,5293.05,5339.45,5225.64,5253.55,0
2011-02-10 00:00:00+05:30,5246.05,5272.6,5196.8,5225.8,0
2011-02-11 00:00:00+05:30,5219.64,5319.45,5177.7,5310.0,0
2011-02-14 00:00:00+05:30,5340.25,5463.8,5340.25,5456.0,0
2011-02-15 00:00:00+05:30,5467.75,5506.5,5408.35,5481.0,0
2011-02-16 00:00:00+05:30,5467.6,5504.8,5460.35,5481.7,0
2011-02-17 00:00:00+05:30,5501.7,5553.0,5463.4,5546.45,0
2011-02-18 00:00:00+05:30,5557.55,5599.25,5441.95,5458.95,0
2011-02-21 00:00:00+05:30,5456.6,5526.25,5413.1,5518.6,0
2011-02-22 00:00:00+05:30,5504.4,5519.45,5437.3,5469.2,0
2011-02-23 00:00:00+05:30,5452.45,5495.2,5427.55,5437.35,0
2011-02-24 00:00:00+05:30,5408.75,5423.4,5242.5,5262.7,0
2011-02-25 00:00:00+05:30,5321.05,5338.2,5232.75,5303.55,0
2011-02-28 00:00:00+05:30,5330.15,5477.0,5308.6,5333.25,0
2011-03-01 00:00:00+05:30,5382.0,5533.05,5373.55,5522.3,0
2011-03-03 00:00:00+05:30,5478.45,5570.75,5468.25,5536.2,0
2011-03-04 00:00:00+05:30,5586.2,5608.2,5524.1,5538.75,0
2011-03-07 00:00:00+05:30,5490.05,5491.25,5408.45,5463.15,0
2011-03-08 00:00:00+05:30,5466.1,5530.55,5464.75,5520.8,0
2011-03-09 00:00:00+05:30,5542.4,5563.3,5477.45,5531.0,0
2011-03-10 00:00:00+05:30,5516.1,5516.3,5468.45,5494.4,0
2011-03-11 00:00:00+05:30,5456.15,5502.7,5411.55,5445.45,0
2011-03-14 00:00:00+05:30,5436.5,5537.3,5434.25,5531.5,0
2011-03-15 00:00:00+05:30,5420.0,5497.85,5373.65,5449.65,0
2011-03-16 00:00:00+05:30,5475.95,5535.1,5475.95,5511.15,0
2011-03-17 00:00:00+05:30,5455.4,5510.05,5435.3,5446.65,0
2011-03-18 00:00:00+05:30,5475.35,5483.05,5366.4,5373.7,0
2011-03-21 00:00:00+05:30,5408.75,5413.3,5348.2,5364.75,0
2011-03-22 00:00:00+05:30,5390.85,5428.15,5376.15,5413.85,0
2011-03-23 00:00:00+05:30,5411.4,5484.95,5401.95,5480.25,0
2011-03-24 00:00:00+05:30,5501.8,5529.0,5496.1,5522.4,0
2011-03-25 00:00:00+05:30,5588.65,5667.1,5560.95,5654.25,0
2011-03-28 00:00:00+05:30,5645.25,5709.1,5643.2,5687.25,0
2011-03-29 00:00:00+05:30,5686.5,5770.35,5680.7,5736.35,0
2011-03-30 00:00:00+05:30,5755.8,5803.15,5753.9,5787.65,0
2011-03-31 00:00:00+05:30,5803.05,5872.0,5778.65,5833.75,0
2011-04-01 00:00:00+05:30,5835.0,5860.2,5810.4,5826.05,0
2011-04-04 00:00:00+05:30,5842.0,5918.7,5833.2,5908.45,0
2011-04-05 00:00:00+05:30,5923.85,5928.65,5855.85,5910.05,0
2011-04-06 00:00:00+05:30,5908.0,5944.45,5868.8,5891.75,0
2011-04-07 00:00:00+05:30,5888.55,5906.1,5866.25,5885.7,0
2011-04-08 00:00:00+05:30,5886.75,5926.95,5822.0,5842.0,0
2011-04-11 00:00:00+05:30,5805.35,5830.3,5777.9,5785.7,0
2011-04-13 00:00:00+05:30,5747.95,5923.6,5735.55,5911.5,0
2011-04-15 00:00:00+05:30,5898.75,5907.35,5806.45,5824.55,0
