Date,Open,High,Low,Close,Volume
2025-01-01 00:00:00+05:30,23637.65,23822.8,23562.8,23742.9,0
2025-01-02 00:00:00+05:30,23783.0,24226.7,23751.55,24188.65,0
2025-01-03 00:00:00+05:30,24196.4,24196.45,23976.0,24004.75,0
2025-01-06 00:00:00+05:30,24045.8,24089.95,23551.9,23616.05,0
2025-01-07 00:00:00+05:30,23679.9,23795.2,23637.8,23707.9,0
2025-01-08 00:00:00+05:30,23746.65,23751.85,23496.15,23688.95,0
2025-01-09 00:00:00+05:30,23674.75,23689.5,23503.05,23526.5,0
2025-01-10 00:00:00+05:30,23551.9,23596.6,23344.35,23431.5,0
2025-01-13 00:00:00+05:30,23195.4,23340.95,23047.25,23085.95,0
2025-01-14 00:00:00+05:30,23165.9,23264.95,23134.15,23176.05,0
2025-01-15 00:00:00+05:30,23250.45,23293.65,23146.45,23213.2,0
2025-01-16 00:00:00+05:30,23377.25,23391.65,23272.05,23311.8,0
2025-01-17 00:00:00+05:30,23277.1,23292.1,23100.35,23203.2,0
2025-01-20 00:00:00+05:30,23290.4,23391.1,23170.65,23344.75,0
2025-01-21 00:00:00+05:30,23421.65,23426.3,22976.85,23024.65,0
2025-01-22 00:00:00+05:30,23099.15,23169.55,22981.3,23155.35,0
2025-01-23 00:00:00+05:30,23128.3,23270.8,23090.65,23205.35,0
2025-01-24 00:00:00+05:30,23183.9,23347.3,23050.0,23092.2,0
2025-01-27 00:00:00+05:30,22940.15,23007.45,22786.9,22829.15,0
2025-01-28 00:00:00+05:30,22960.45,23137.95,22857.65,22957.25,0
2025-01-29 00:00:00+05:30,23026.75,23183.35,22976.5,23163.1,0
2025-01-30 00:00:00+05:30,23169.5,23322.05,23139.2,23249.5,0
2025-01-31 00:00:00+05:30,23296.75,23546.8,23277.4,23508.4,0
2025-02-01 00:00:00+05:30,23528.6,23632.45,23318.3,23482.15,0
2025-02-03 00:00:00+05:30,23319.35,23381.6,23222.0,23361.05,0
2025-02-04 00:00:00+05:30,23509.9,23762.75,23423.15,23739.25,0
2025-02-05 00:00:00+05:30,23801.75,23807.3,23680.45,23696.3,0
2025-02-06 00:00:00+05:30,23761.95,23773.55,23556.25,23603.35,0
2025-02-07 00:00:00+05:30,23649.5,23694.5,23443.2,23559.95,0
2025-02-10 00:00:00+05:30,23543.8,23568.6,23316.3,23381.6,0
2025-02-11 00:00:00+05:30,23383.55,23390.05,22986.65,23071.8,0
2025-02-12 00:00:00+05:30,23050.8,23144.7,22798.35,23045.25,0
2025-02-13 00:00:00+05:30,23055.75,23235.5,22992.2,23031.4,0
2025-02-14 00:00:00+05:30,23096.45,23133.7,22774.85,22929.25,0
2025-02-17 00:00:00+05:30,22809.9,22974.2,22725.45,22959.5,0
2025-02-18 00:00:00+05:30,22963.65,22992.5,22801.5,22945.3,0
2025-02-19 00:00:00+05:30,22847.25,23049.95,22814.85,22932.9,0
2025-02-20 00:00:00+05:30,22821.1,22923.85,22812.75,22913.15,0
2025-02-21 00:00:00+05:30,22857.2,22921.0,22720.3,22795.9,0
2025-02-24 00:00:00+05:30,22609.35,22668.05,22518.8,22553.35,0
2025-02-25 00:00:00+05:30,22516.45,22625.3,22513.9,22547.55,0
2025-02-27 00:00:00+05:30,22568.95,22613.3,22508.4,22545.05,0
2025-02-28 00:00:00+05:30,22433.4,22450.35,22104.85,22124.7,0
2025-03-03 00:00:00+05:30,22194.55,22261.55,22004.7,22119.3,0
2025-03-04 00:00:00+05:30,21974.45,22105.05,21964.6,22082.65,0
2025-03-05 00:00:00+05:30,22073.05,22394.9,22067.8,22337.3,0
2025-03-06 00:00:00+05:30,22476.35,22556.45,22245.85,22544.7,0
2025-03-07 00:00:00+05:30,22508.65,22633.8,22464.75,22552.5,0
2025-03-10 00:00:00+05:30,22521.85,22676.75,22429.05,22460.3,0
2025-03-11 00:00:00+05:30,22345.95,22522.1,22314.7,22497.9,0
2025-03-12 00:00:00+05:30,22536.35,22577.4,22329.55,22470.5,0
2025-03-13 00:00:00+05:30,22541.5,22558.05,22377.35,22397.2,0
2025-03-17 00:00:00+05:30,22353.15,22577.0,22353.15,22508.75,0
2025-03-18 00:00:00+05:30,22662.25,22857.8,22599.2,22834.3,0
2025-03-19 00:00:00+05:30,22874.95,22940.7,22807.95,22907.6,0
2025-03-20 00:00:00+05:30,23036.6,23216.7,22973.95,23190.65,0
2025-03-21 00:00:00+05:30,23168.25,23402.7,23132.8,23350.4,0
2025-03-24 00:00:00+05:30,23515.4,23708.75,23433.5,23658.35,0
2025-03-25 00:00:00+05:30,23751.5,23869.6,23601.4,23668.65,0
2025-03-26 00:00:00+05:30,23700.95,23736.5,23451.7,23486.85,0
2025-03-27 00:00:00+05:30,23433.95,23646.45,23412.2,23591.95,0
2025-03-28 00:00:00+05:30,23600.4,23649.2,23450.2,23519.35,0
2025-04-01 00:00:00+05:30,23341.1,23565.15,23136.4,23165.7,0
2025-04-02 00:00:00+05:30,23192.6,23350.0,23158.45,23332.35,0
2025-04-03 00:00:00+05:30,23150.3,23306.5,23145.8,23250.1,0
2025-04-04 00:00:00+05:30,23190.4,23214.7,22857.45,22904.45,0
2025-04-07 00:00:00+05:30,21758.4,22254.0,21743.65,22161.6,0
2025-04-08 00:00:00+05:30,22446.75,22697.2,22270.85,22535.85,0
2025-04-09 00:00:00+05:30,22460.3,22468.7,22353.25,22399.15,0
2025-04-11 00:00:00+05:30,22695.4,22923.9,22695.4,22828.55,0
2025-04-15 00:00:00+05:30,23368.35,23368.35,23207.0,23328.55,0
2025-04-16 00:00:00+05:30,23344.1,23452.2,23273.05,23437.2,0
2025-04-17 00:00:00+05:30,23401.85,23872.35,23298.55,23851.65,0
2025-04-21 00:00:00+05:30,23949.15,24189.55,23903.65,24125.55,0
2025-04-22 00:00:00+05:30,24185.4,24242.6,24072.0,24167.25,0
2025-04-23 00:00:00+05:30,24357.6,24359.3,24119.95,24328.95,0
2025-04-24 00:00:00+05:30,24277.9,24347.85,24216.15,24246.7,0
2025-04-25 00:00:00+05:30,24289.0,24365.45,23847.85,24039.35,0
2025-04-28 00:00:00+05:30,24070.25,24355.1,24054.05,24328.5,0
2025-04-29 00:00:00+05:30,24370.7,24457.65,24290.75,24335.95,0
2025-04-30 00:00:00+05:30,24342.05,24396.15,24198.75,24334.2,0
2025-05-02 00:00:00+05:30,24311.9,24589.15,24238.5,24346.7,0
2025-05-05 00:00:00+05:30,24419.5,24526.4,24400.65,24461.15,0
2025-05-06 00:00:00+05:30,24500.75,24509.65,24331.8,24379.6,0
2025-05-07 00:00:00+05:30,24233.3,24449.6,24220.0,24414.4,0
2025-05-08 00:00:00+05:30,24431.5,24447.25,24150.2,24273.8,0
2025-05-09 00:00:00+05:30,23935.75,24164.25,23935.75,24008.0,0
2025-05-12 00:00:00+05:30,24420.1,24944.8,24378.85,24924.7,0
2025-05-13 00:00:00+05:30,24864.05,24973.8,24547.5,24578.35,0
2025-05-14 00:00:00+05:30,24613.8,24767.55,24535.55,24666.9,0
2025-05-15 00:00:00+05:30,24694.45,25116.25,24494.45,25062.1,0
2025-05-16 00:00:00+05:30,25064.65,25070.0,24953.05,25019.8,0
2025-05-19 00:00:00+05:30,25005.35,25062.95,24916.65,24945.45,0
2025-05-20 00:00:00+05:30,24996.2,25010.35,24669.7,24683.9,0
2025-05-21 00:00:00+05:30,24744.25,24946.2,24685.35,24813.45,0
2025-05-22 00:00:00+05:30,24733.95,24737.5,24462.4,24609.7,0
2025-05-23 00:00:00+05:30,24639.5,24909.05,24614.05,24853.15,0
2025-05-26 00:00:00+05:30,24919.35,25079.2,24900.5,25001.15,0
2025-05-27 00:00:00+05:30,24956.65,25062.9,24704.1,24826.2,0
2025-05-28 00:00:00+05:30,24832.5,24864.25,24737.05,24752.45,0
2025-05-29 00:00:00+05:30,24825.1,24892.6,24677.3,24833.6,0
2025-05-30 00:00:00+05:30,24812.6,24863.95,24717.4,24750.7,0
2025-06-02 00:00:00+05:30,24669.7,24754.4,24526.15,24716.6,0
2025-06-03 00:00:00+05:30,24786.3,24845.1,24502.15,24542.5,0
2025-06-04 00:00:00+05:30,24560.45,24644.25,24530.45,24620.2,0
2025-06-05 00:00:00+05:30,24691.2,24899.85,24613.1,24750.9,0
2025-06-06 00:00:00+05:30,24748.7,25029.5,24671.45,25003.05,0
2025-06-09 00:00:00+05:30,25160.1,25160.1,25077.15,25103.2,0
2025-06-10 00:00:00+05:30,25196.05,25199.3,25055.45,25104.25,0
2025-06-11 00:00:00+05:30,25134.15,25222.4,25081.3,25141.4,0
2025-06-12 00:00:00+05:30,25164.45,25196.2,24825.9,24888.2,0
