Date,Open,High,Low,Close,Volume
2001-01-01 00:00:00+05:30,1263.5,1276.15,1250.65,1254.3,0
2001-01-02 00:00:00+05:30,1254.25,1279.59,1248.55,1271.8,0
2001-01-03 00:00:00+05:30,1271.8,1293.55,1263.95,1291.25,0
2001-01-04 00:00:00+05:30,1291.3,1331.35,1291.3,1307.65,0
2001-01-05 00:00:00+05:30,1307.55,1330.3,1306.25,1327.25,0
2001-01-08 00:00:00+05:30,1327.35,1334.2,1303.34,1309.25,0
2001-01-09 00:00:00+05:30,1309.2,1323.4,1304.9,1311.65,0
2001-01-10 00:00:00+05:30,1311.65,1324.35,1285.3,1287.3,0
2001-01-11 00:00:00+05:30,1287.5,1296.75,1275.95,1280.4,0
2001-01-12 00:00:00+05:30,1280.45,1298.84,1279.4,1286.75,0
2001-01-15 00:00:00+05:30,1286.84,1295.2,1277.84,1286.75,0
2001-01-16 00:00:00+05:30,1287.0,1302.59,1279.84,1293.05,0
2001-01-17 00:00:00+05:30,1299.4,1312.35,1295.3,1297.9,0
2001-01-18 00:00:00+05:30,1297.95,1309.95,1297.95,1305.95,0
2001-01-19 00:00:00+05:30,1306.0,1333.5,1306.0,1329.1,0
2001-01-22 00:00:00+05:30,1329.3,1351.85,1329.3,1348.0,0
2001-01-23 00:00:00+05:30,1347.95,1362.05,1346.5,1355.2,0
2001-01-24 00:00:00+05:30,1355.35,1371.1,1355.35,1365.95,0
2001-01-25 00:00:00+05:30,1366.05,1374.2,1353.5,1370.1,0
2001-01-29 00:00:00+05:30,1368.55,1368.55,1312.1,1342.05,0
2001-01-30 00:00:00+05:30,1342.1,1382.55,1342.05,1379.7,0
2001-01-31 00:00:00+05:30,1385.85,1396.05,1369.0,1371.7,0
2001-02-01 00:00:00+05:30,1371.5,1373.5,1340.95,1359.15,0
2001-02-02 00:00:00+05:30,1359.1,1384.9,1355.3,1378.85,0
2001-02-05 00:00:00+05:30,1378.8,1392.15,1373.45,1382.6,0
2001-02-06 00:00:00+05:30,1382.7,1395.4,1382.7,1387.1,0
2001-02-07 00:00:00+05:30,1387.3,1391.85,1368.05,1370.8,0
2001-02-08 00:00:00+05:30,1370.65,1396.8,1365.05,1395.5,0
2001-02-09 00:00:00+05:30,1395.55,1416.3,1395.55,1405.7,0
2001-02-12 00:00:00+05:30,1405.7,1416.45,1397.6,1402.2,0
2001-02-13 00:00:00+05:30,1402.2,1412.7,1386.65,1391.2,0
2001-02-14 00:00:00+05:30,1393.15,1396.35,1380.65,1393.35,0
2001-02-15 00:00:00+05:30,1393.35,1421.0,1393.35,1416.7,0
2001-02-16 00:00:00+05:30,1415.85,1422.95,1376.15,1381.35,0
2001-02-19 00:00:00+05:30,1381.4,1392.05,1369.45,1384.8,0
2001-02-20 00:00:00+05:30,1384.85,1392.8,1380.4,1383.85,0
2001-02-21 00:00:00+05:30,1383.9,1389.55,1364.25,1370.1,0
2001-02-22 00:00:00+05:30,1370.05,1370.05,1335.65,1355.1,0
2001-02-23 00:00:00+05:30,1355.1,1362.8,1314.1,1320.45,0
2001-02-26 00:00:00+05:30,1320.9,1325.2,1299.05,1312.4,0
2001-02-27 00:00:00+05:30,1312.45,1324.0,1281.9,1295.55,0
2001-02-28 00:00:00+05:30,1295.3,1362.25,1294.59,1351.4,0
2001-03-01 00:00:00+05:30,1351.75,1399.55,1345.05,1358.05,0
2001-03-02 00:00:00+05:30,1360.25,1386.75,1301.8,1306.34,0
2001-03-05 00:00:00+05:30,1304.84,1316.45,1259.09,1271.45,0
2001-03-07 00:00:00+05:30,1272.8,1311.1,1249.45,1290.5,0
2001-03-08 00:00:00+05:30,1290.84,1307.95,1279.3,1292.84,0
2001-03-09 00:00:00+05:30,1292.7,1292.7,1219.34,1254.75,0
2001-03-12 00:00:00+05:30,1253.25,1253.25,1193.95,1197.95,0
2001-03-13 00:00:00+05:30,1197.84,1201.15,1098.75,1124.7,0
2001-03-14 00:00:00+05:30,1125.15,1200.25,1114.59,1194.2,0
2001-03-15 00:00:00+05:30,1191.59,1219.7,1170.7,1217.15,0
2001-03-16 00:00:00+05:30,1216.9,1233.4,1179.59,1193.55,0
2001-03-19 00:00:00+05:30,1192.84,1201.7,1173.15,1186.7,0
2001-03-20 00:00:00+05:30,1186.8,1193.34,1162.34,1170.95,0
2001-03-21 00:00:00+05:30,1168.8,1212.2,1156.15,1207.09,0
2001-03-22 00:00:00+05:30,1206.45,1218.34,1184.95,1187.55,0
2001-03-23 00:00:00+05:30,1187.59,1196.55,1139.65,1161.3,0
2001-03-26 00:00:00+05:30,1159.84,1165.65,1147.5,1161.5,0
2001-03-27 00:00:00+05:30,1161.59,1182.7,1157.25,1177.75,0
2001-03-28 00:00:00+05:30,1177.55,1209.59,1177.55,1206.2,0
2001-03-29 00:00:00+05:30,1204.9,1210.09,1185.0,1195.09,0
2001-03-30 00:00:00+05:30,1195.05,1195.25,1144.65,1148.2,0
2001-04-02 00:00:00+05:30,1148.09,1148.09,1094.34,1138.09,0
2001-04-03 00:00:00+05:30,1136.65,1153.09,1128.09,1149.25,0
2001-04-04 00:00:00+05:30,1146.09,1146.15,1120.34,1136.65,0
2001-04-06 00:00:00+05:30,1137.55,1171.84,1133.05,1139.59,0
2001-04-09 00:00:00+05:30,1137.59,1138.55,1116.09,1128.34,0
2001-04-10 00:00:00+05:30,1129.09,1129.75,1093.05,1103.05,0
2001-04-11 00:00:00+05:30,1104.9,1116.84,1056.09,1066.8,0
2001-04-12 00:00:00+05:30,1066.75,1066.75,1001.8,1024.9,0
2001-04-16 00:00:00+05:30,1024.0,1049.4,1000.1,1044.59,0
2001-04-17 00:00:00+05:30,1044.84,1072.9,1037.7,1067.0,0
2001-04-18 00:00:00+05:30,1066.5,1106.3,1063.05,1103.4,0
2001-04-19 00:00:00+05:30,1103.59,1159.3,1103.59,1144.45,0
2001-04-20 00:00:00+05:30,1145.75,1156.45,1120.59,1144.0,0
2001-04-23 00:00:00+05:30,1144.05,1162.05,1137.3,1149.75,0
2001-04-24 00:00:00+05:30,1149.59,1149.59,1128.4,1146.3,0
2001-04-25 00:00:00+05:30,1146.5,1162.84,1142.3,1155.34,0
2001-04-26 00:00:00+05:30,1155.4,1170.2,1138.84,1143.75,0
2001-04-27 00:00:00+05:30,1143.65,1143.65,1078.09,1101.3,0
2001-04-30 00:00:00+05:30,1101.45,1127.9,1101.45,1125.25,0
2001-05-02 00:00:00+05:30,1125.45,1150.65,1125.25,1137.2,0
2001-05-03 00:00:00+05:30,1137.15,1139.84,1117.7,1122.05,0
2001-05-04 00:00:00+05:30,1121.45,1131.95,1113.65,1130.05,0
2001-05-07 00:00:00+05:30,1130.05,1145.4,1130.05,1139.2,0
2001-05-08 00:00:00+05:30,1139.25,1151.95,1138.2,1148.95,0
2001-05-09 00:00:00+05:30,1149.9,1164.3,1145.25,1149.25,0
2001-05-10 00:00:00+05:30,1149.09,1151.59,1139.25,1144.95,0
2001-05-11 00:00:00+05:30,1144.09,1146.84,1136.9,1140.5,0
2001-05-14 00:00:00+05:30,1140.45,1146.25,1134.05,1140.8,0
2001-05-15 00:00:00+05:30,1140.75,1147.75,1096.25,1145.3,0
2001-05-16 00:00:00+05:30,1147.09,1163.15,1146.05,1151.15,0
2001-05-17 00:00:00+05:30,1151.2,1179.0,1150.59,1174.95,0
2001-05-18 00:00:00+05:30,1175.0,1187.65,1169.2,1172.8,0
2001-05-21 00:00:00+05:30,1172.95,1182.65,1166.7,1169.45,0
2001-05-22 00:00:00+05:30,1169.5,1176.2,1165.65,1168.09,0
2001-05-23 00:00:00+05:30,1168.25,1181.8,1167.0,1179.09,0
2001-05-24 00:00:00+05:30,1179.09,1190.15,1177.55,1181.84,0
2001-05-25 00:00:00+05:30,1181.95,1188.5,1171.34,1174.9,0
2001-05-28 00:00:00+05:30,1174.95,1194.5,1174.45,1193.2,0
2001-05-29 00:00:00+05:30,1193.25,1202.05,1193.25,1198.45,0
2001-05-30 00:00:00+05:30,1199.5,1207.0,1173.75,1177.55,0
2001-05-31 00:00:00+05:30,1177.5,1177.5,1154.9,1167.9,0
2001-06-01 00:00:00+05:30,1168.09,1175.8,1146.9,1148.05,0
2001-06-04 00:00:00+05:30,1148.0,1154.45,1125.34,1127.2,0
2001-06-05 00:00:00+05:30,1127.15,1130.65,1106.8,1115.59,0
2001-06-06 00:00:00+05:30,1117.5,1132.95,1114.0,1115.7,0
